"","INC_voteshare","BJP_voteshare","COUNT_1yr","INJURED_1yr","election","DISTRICT_ID_61"
"15187",0.396441964356352,0.0739191662403283,0,0,"1985","543"
"15191",0.43154745869011,0.0872922651850351,0,0,"1989","543"
"15197",0.236699329706333,0.281117556884788,3.9944,31.9552,"1994","543"
"15202",0.46960338071681,0.339253980193743,0,0,"1999","543"
"15223",0.320326599340633,0.20356469537262,0,0,"1967","546"
"15225",0.351053858855865,0.165458168615029,0,0,"1969","546"
"15230",0.252574428440646,0.201674619006892,0,0,"1974","546"
"15233",0.283008156542004,0,0,0,"1977","546"
"15236",0.36133734222275,0.0991169204161062,0,0,"1980","546"
"15241",0.353759950296156,0.0922338898454723,0,0,"1985","546"
"15246",0.215359627733645,0.12148135399972,0,0,"1989","546"
"15247",0.11669224477871,0.325875055947697,0,0,"1991","546"
"15250",0.081015655059789,0.37142008474863,2,0,"1993","546"
"15253",0.0554653781927419,0.338141577965495,1,50,"1996","546"
"15275",0.235438910153102,0.64844379532635,0,0,"1967","548"
"15279",0.446663550246896,0.521672550252269,0,0,"1972","548"
"15284",0.304527916200052,0,0,0,"1977","548"
"15287",0.422189820975246,0.485419438860734,0,0,"1980","548"
"15292",0.500974618012618,0.446043889249859,0,0,"1985","548"
"15297",0.26792598026524,0.585911653864964,0,0,"1990","548"
"15301",0.412672011956093,0.495126265137203,0,0,"1993","548"
"15305",0.384680770683793,0.449683604080091,0,0,"1998","548"
"15328",0.43388014607297,0.0465463457837193,0,0,"1967","551"
"15333",0.544800417766633,0.0250094454725504,0,0,"1972","551"
"15339",0.226503281147774,0,0,0,"1978","551"
"15344",0.285623840926027,0.0261401445996057,0,0,"1983","551"
"15346",0.374327086180088,0,0,0,"1985","551"
"15351",0.434532970078115,0,0,0,"1989","551"
"15356",0.3429013014683,0.040493549159218,0,0,"1994","551"
"15360",0.402230637786912,0.0163506588614294,0,0,"1999","551"
"15382",0.394148236218554,0.0657868776238833,0,0,"1967","553"
"15387",0.538215035544587,0.0401069518716578,0,0,"1972","553"
"15393",0.332744713556431,0,0,0,"1978","553"
"15398",0.41273876461661,0.117020101291437,0,0,"1983","553"
"15400",0.369208898344911,0.0999312159818171,0,0,"1985","553"
"15405",0.445582358217748,0.0909953542548064,0,0,"1989","553"
"15410",0.322619937823102,0.0570757133268173,0,0,"1994","553"
"15414",0.425295882577835,0.0660645123755382,0,0,"1999","553"
"15435",0.385907353458533,0.0157046125628995,0,0,"1967","554"
"15440",0.478716278385043,0.0142725700195061,0,0,"1972","554"
"15447",0.479635184924198,0,0,0,"1978","554"
"15448",0.616881896528579,0.0230085644481435,0,0,"1980","554"
"15453",0.443287352777218,0,0,0,"1985","554"
"15459",0.352384380572573,0.0204561547260159,0,0,"1990","554"
"15463",0.297856838434373,0.0302631602216198,0,0,"1995","554"
"15468",0.293723147168307,0.102345850231036,0,0,"1999","554"
"15489",0.354352807825937,0,0,0,"1967","565"
"15491",0.396896890044949,0.0104159536358866,0,0,"1969","565"
"15493",0.47692053706787,0,1,0,"1971","565"
"15494",0.632443720411533,0,0,0,"1972","565"
"15499",0.292673797377291,0,0,0,"1977","565"
"15504",0.335277413146596,0.0168492728004895,1,100,"1982","565"
"15509",0.406919032299211,0.0231135172928566,0,0,"1987","565"
"15513",0.372353317386923,0.17705774038904,0,0,"1991","565"
"15518",0.350260449250262,0.146794597406703,0,0,"1996","565"
"15523",0.16565202711477,0.0673700750590863,0,0,"2001","565"
"15543",0.469454077563377,0.00276728783759369,0,0,"1967","566"
"15548",0.51176117993243,0.0121925745631562,0,0,"1972","566"
"15554",0.480330518391484,0,0,0,"1978","566"
"15559",0.235628848070319,0.00151425205113449,0,0,"1983","566"
"15561",0.313483349402501,0,0,0,"1985","566"
"15566",0.46288879704808,0,0,0,"1989","566"
"15571",0.399218942903394,0.00649054086465507,0,0,"1994","566"
"15575",0.402432240787792,0,0,0,"1999","566"
"15598",0.531670622373266,0.42496905086697,0,0,"1967","568"
"15602",0.579940219796097,0.38444450464606,0,0,"1972","568"
"15607",0.412097628020147,0,0,0,"1977","568"
"15610",0.521277991096343,0.434669224774901,0,0,"1980","568"
"15615",0.55484244969469,0.376075026408678,1,30,"1985","568"
"15620",0.330361452045233,0.599315780485451,1,18,"1990","568"
"15624",0.512545955374985,0.45206150568025,2,0,"1993","568"
"15628",0.503210320366302,0.473342259108853,0,0,"1998","568"
"15651",0.451004897821314,0.0242436525361707,1,0,"1967","573"
"15656",0.506924188208804,0.00701078976684499,0,0,"1972","573"
"15663",0.274919852278039,0,0,0,"1978","573"
"15664",0.656406634466418,0.0240362708466235,0,0,"1980","573"
"15669",0.522721280683767,0.0292013820080474,0,0,"1985","573"
"15675",0.39021551838401,0.017598017124831,0,0,"1990","573"
"15679",0.299022998979965,0.109235374326219,0,0,"1995","573"
"15684",0.345280639798631,0.111682993491185,0,0,"1999","573"
"15705",0.428766889002907,0.254002052334531,0,0,"1967","575"
"15707",0.438217087454734,0.253227573894932,0,0,"1969","575"
"15712",0.501738415135728,0.114877981902934,0,0,"1974","575"
"15715",0.363069521289391,0,0,0,"1977","575"
"15718",0.487587153032268,0.278081599669241,0,0,"1980","575"
"15723",0.553139501457846,0.0844250065021286,0,0,"1985","575"
"15728",0.411417313578807,0.108737663216991,0,0,"1989","575"
"15729",0.353671313332542,0.447793392823043,0,0,"1991","575"
"15732",0.387496017915813,0.403880808493845,0,0,"1993","575"
"15735",0.318840193004692,0.505627821137127,0,0,"1996","575"
"15813",0.565306382617071,0.110808143762335,0,0,"1967","578"
"15818",0.600638049882443,0.100870359318612,0,0,"1972","578"
"15825",0.295893698203398,0,0,0,"1978","578"
"15826",0.415116920707071,0.0895836396911622,0,0,"1980","578"
"15831",0.390517658558376,0.0841193656344076,0,0,"1985","578"
"15837",0.272539953118247,0.120789599255804,1,4,"1990","578"
"15841",0.260327776401871,0.103595608936589,0,0,"1995","578"
"15846",0.299186141652989,0.111445406061159,0,0,"1999","578"
"15921",0.199902863581614,0.29000660527645,0,0,"1967","581"
"15925",0.465802995067674,0.250073744794989,0,0,"1972","581"
"15930",0.234531569818579,0,0,0,"1977","581"
"15933",0.430594518553657,0.260704032977009,0,0,"1980","581"
"15938",0.50591984676101,0.257038590465496,0,0,"1985","581"
"15943",0.258822567889483,0.438833961928525,0,0,"1990","581"
"15947",0.433778704252436,0.364169467502704,0,0,"1993","581"
"15951",0.44193012079913,0.3704192459521,0,0,"1998","581"
"15981",0.544848725324869,0.284003571074298,0,0,"1967","582"
"15985",0.523550523611804,0.280373707946677,0,0,"1972","582"
"15990",0.494167857074694,0,0,0,"1977","582"
"15993",0.581441625542584,0.257170808061045,0,0,"1980","582"
"15998",0.504943121900587,0.283917416136523,0,0,"1985","582"
"16003",0.336845970524381,0.365231239464097,0,0,"1990","582"
"16007",0.359420762030055,0.326230327374754,0,0,"1993","582"
"16011",0.320544785545609,0.395715757883141,0,0,"1998","582"
"16045",0.476140882408635,0.00700624881651202,0,0,"1972","583"
"16050",0.217160346679616,0,0,0,"1977","583"
"16055",0.367172697444429,0.41151393317621,0,0,"1982","583"
"16058",0.474597671410091,0.385366106080207,0,0,"1985","583"
"16063",0.382936314230857,0.410272055712845,0,0,"1990","583"
"16067",0.535656741313838,0.369890336089719,0,0,"1993","583"
"16071",0.439914425821751,0.472365597633822,0,0,"1998","583"
"16153",0.390243327915577,0.231008409299696,0,0,"1967","588"
"16155",0.290720737214695,0.270184913950934,0,0,"1969","588"
"16160",0.483190889418348,0.238453299525673,0,0,"1974","588"
"16163",0.254280847503213,0,0,0,"1977","588"
"16166",0.236823177579528,0.04078284899494,0,0,"1980","588"
"16171",0.378799910567664,0.0227050197753398,0,0,"1985","588"
"16176",0.424211584602385,0.0320978973533421,0,0,"1989","588"
"16177",0.341323075944941,0.405124455606065,0,0,"1991","588"
"16180",0.332219829978026,0.392504383725834,0,0,"1993","588"
"16183",0.247481182479095,0.460823152777926,0,0,"1996","588"
"16208",0.460931301055686,0.134701997264435,0,0,"1967","589"
"16212",0.559859708823577,0.0680235637811201,0,0,"1972","589"
"16217",0.412251515676425,0,0,0,"1977","589"
"16220",0.469349039446454,0.173504557141961,0,0,"1980","589"
"16225",0.562577693799413,0.19233602344199,0,0,"1985","589"
"16230",0.36366260499231,0.19964036436768,0,0,"1990","589"
"16234",0.399325570281894,0.350043333054346,0,0,"1993","589"
"16238",0.441074474319437,0.412880194730287,0,0,"1998","589"
"16267",0.348911896298311,0.149271899665249,0,0,"1967","595"
"16269",0.465621369753994,0.288064232489779,0,0,"1969","595"
"16274",0.524427651608538,0.142265771473457,0,0,"1974","595"
"16277",0.480132734313667,0,0,0,"1977","595"
"16280",0.569911906927754,0.0573323119643798,0,0,"1980","595"
"16285",0.671195216218187,0.146284547509662,0,0,"1985","595"
"16290",0.353078478979582,0.139496920958124,0,0,"1989","595"
"16291",0.303687720257086,0.311498972577216,0,0,"1991","595"
"16294",0.340994313383255,0.383365238443781,0,0,"1993","595"
"16297",0.213627824453374,0.441267024996086,0,0,"1996","595"
"16321",0.314933146596057,0.054062629931943,0,0,"1967","596"
"16323",0.354020693759238,0.20641928858004,0,0,"1969","596"
"16328",0.637717655496673,0.0798900266964179,0,0,"1974","596"
"16331",0.252631398791696,0,0,0,"1977","596"
"16334",0.419170978264766,0.0400172065623917,0,0,"1980","596"
"16339",0.548846480067854,0.0231297709923664,0,0,"1985","596"
"16344",0.398217171099977,0.0338846117289231,0,0,"1989","596"
"16345",0.301749893299189,0.376360887461389,0,0,"1991","596"
"16348",0.291661564084352,0.328155232800216,0,0,"1993","596"
"16351",0.152079854258388,0.557418291439849,0,0,"1996","596"
"16375",0.27564151503584,0.0946091529880816,0,0,"1967","603"
"16377",0.232766735746474,0.116744873598271,0,0,"1969","603"
"16380",0.308356771831731,0.138150863633742,0,0,"1972","603"
"16385",0.206203691714504,0,0,0,"1977","603"
"16388",0.262185848040112,0.0971542043169274,0,0,"1980","603"
"16393",0.307846804211742,0.134095423649655,0,0,"1985","603"
"16398",0.212687362750038,0.210491363353021,1,6,"1990","603"
"16403",0.127900686695988,0.105446453417729,0,0,"1995","603"
"16408",0.153478502905425,0.136136509219577,0,0,"2000","603"
"16430",0.322632741436228,0.415011439473705,0,0,"1967","605"
"16432",0.419777020151377,0.216179780288344,0,0,"1969","605"
"16437",0.306570264704556,0.322494626241977,0,0,"1974","605"
"16440",0.324869350394324,0,0,0,"1977","605"
"16443",0.43272037889734,0.0329264158457553,0,0,"1980","605"
"16448",0.485518394648829,0.088933110367893,0,0,"1985","605"
"16453",0.308185962343045,0.0996698791200392,0,0,"1989","605"
"16454",0.204433261131792,0.246488281300665,0,0,"1991","605"
"16457",0.124828794511129,0.195188045674407,0,0,"1993","605"
"16460",0.0478475286722835,0.318461632346379,0,0,"1996","605"
"16484",0.316616696700429,0.132957652395451,0.08,0,"1967","607"
"16486",0.236779343336282,0.185286125114052,0,0,"1969","607"
"16489",0.344773028935492,0.285659676134855,0,0,"1972","607"
"16494",0.137918502772025,0,0,0,"1977","607"
"16497",0.320187347513015,0.158385819526645,0,0,"1980","607"
"16502",0.31767789874429,0.143352316622114,0,0,"1985","607"
"16507",0.207837232866367,0.223990209740819,0.08,0,"1990","607"
"16512",0.137973170324952,0.256332446492094,0,0,"1995","607"
"16517",0.171794310262255,0.23900117130599,0,0,"2000","607"
"16686",0.362262473608179,0.094518438556665,0,0,"1967","621"
"16688",0.433445899783326,0.113698621223656,0,0,"1969","621"
"16693",0.389956886141387,0.115086767282799,0,0,"1974","621"
"16696",0.490647796616907,0,0,0,"1977","621"
"16699",0.485400209172434,0.0761076125414451,0,0,"1980","621"
"16704",0.686821901717292,0.0978149629145082,0,0,"1985","621"
"16709",0.433429937006719,0.0339912165774,0,0,"1989","621"
"16710",0.295567449594679,0.367192371648306,0,0,"1991","621"
"16713",0.337442872175019,0.385277119030044,0,0,"1993","621"
"16716",0,0.387229408262998,0,0,"1996","621"
"16740",0.439818797401921,0.154258971343788,0,0,"1967","623"
"16742",0.225760646848709,0.296327632697055,0,0,"1969","623"
"16745",0.392122480349796,0.154240375113832,0,0,"1972","623"
"16750",0.245971842701229,0,0,0,"1977","623"
"16753",0.419676451284826,0.198505503534587,0,0,"1980","623"
"16758",0.37327480767692,0.159633300184036,0,0,"1985","623"
"16763",0.237622925461145,0.238272103760331,1,0,"1990","623"
"16768",0.144243823990621,0.135063100254004,0,0,"1995","623"
"16773",0.186702666685176,0.108966225689576,0,0,"2000","623"
"16793",0.434497970293545,0.268296689114673,0,0,"1967","625"
"16795",0.412996748057102,0.353414540042992,0,0,"1969","625"
"16800",0.400141260084094,0.195303102203878,0,0,"1974","625"
"16803",0.311675500342758,0,0,0,"1977","625"
"16806",0.499373755539855,0.133036803905196,0,0,"1980","625"
"16811",0.398775266894272,0.0718148810491519,0,0,"1985","625"
"16816",0.440816952419897,0.0663025381896778,0,0,"1989","625"
"16817",0.389826510424593,0.372226449551058,0,0,"1991","625"
"16820",0.424059750448793,0.338777952616298,0,0,"1993","625"
"16823",0.232593280030459,0.39828431372549,0,0,"1996","625"
"16848",0.482646323181162,0.261371776153813,0,0,"1967","627"
"16852",0.403059452194436,0.321862551902581,0,0,"1972","627"
"16857",0.463795909061095,0,0,0,"1977","627"
"16860",0.640787464108986,0.247983994135256,0,0,"1980","627"
"16865",0.487977904217061,0.309644104509322,0,0,"1985","627"
"16870",0.372832560454301,0.380057084285013,0,0,"1990","627"
"16874",0.443745261561789,0.406849128127369,0,0,"1993","627"
"16878",0.42335056356782,0.438528404354326,0,0,"1998","627"
"16908",0.506161519638981,0.240302027695078,0,0,"1967","628"
"16912",0.439630652790918,0.24647719962157,0,0,"1972","628"
"16917",0.355964495961302,0,0,0,"1977","628"
"16920",0.517195555137468,0.248002342469583,0,0,"1980","628"
"16925",0.49189649677625,0.306789487877228,0,0,"1985","628"
"16930",0.377465760605098,0.331920676322909,0,0,"1990","628"
"16934",0.414212076583211,0.365616333433573,0,0,"1993","628"
"16938",0.41921518387953,0.411758772083375,0,0,"1998","628"
"16967",0.286757595987769,0.178210223965523,0,0,"1967","631"
"16969",0.260849090698026,0.310930241217455,0,0,"1969","631"
"16972",0.439822001448825,0.170380601790545,0,0,"1972","631"
"16977",0.270767224185824,0,0,0,"1977","631"
"16980",0.392148685730791,0.169775418833044,0,0,"1980","631"
"16985",0.466817076341833,0.119419673585512,0,0,"1985","631"
"16990",0.234384555149526,0.284756506823775,0,0,"1990","631"
"16995",0.235103629613645,0.249131666444458,0,0,"1995","631"
"17000",0.281894868585732,0.350891948268669,0,0,"2000","631"
"17024",0.326852833139553,0.19976197580659,0,0,"1969","634"
"17027",0.327255367521825,0.148021811982726,0,0,"1972","634"
"17032",0.223496746339632,0,0,0,"1977","634"
"17035",0.246086328629783,0.0667004467713642,0,0,"1980","634"
"17040",0.4055504713096,0.0759522284250023,0,0,"1985","634"
"17045",0.261601320599113,0.159959181971185,0,0,"1990","634"
"17050",0.230453124033655,0.146283179263782,0,0,"1995","634"
"17055",0.202864169296502,0.248131292470929,0,0,"2000","634"
"17085",0.595245542696278,0.059503458911334,0,0,"1972","635"
"17090",0.221536538686873,0,0,0,"1977","635"
"17095",0.460531564166226,0.271700109894583,0,0,"1982","635"
"17098",0.664293458619443,0.173051439585592,0,0,"1985","635"
"17103",0.442747989678849,0.361540695442604,0,0,"1990","635"
"17107",0.573466674053964,0.320333536484016,0,0,"1993","635"
"17111",0.536821233696424,0.297500963508388,0,0,"1998","635"
"17134",0.264719813405227,0.162466492054104,0,0,"1967","636"
"17136",0.162103613371406,0.131650814779827,0,0,"1969","636"
"17139",0.256582730163025,0.0648189643509437,0,0,"1972","636"
"17144",0.106218892281119,0,0,0,"1977","636"
"17147",0.222570845630308,0.193801572005059,2,276,"1980","636"
"17152",0.377565616104746,0.155261707831678,0,0,"1985","636"
"17157",0.176257433070333,0.160080734855295,0,0,"1990","636"
"17162",0.191264097291969,0.175132585309361,0,0,"1995","636"
"17167",0.209800227378688,0.348662274992904,0,0,"2000","636"
"17244",0.491682158805604,0.265332426164785,0,0,"1967","638"
"17248",0.505535871722312,0.280036190369267,0,0,"1972","638"
"17253",0.286774853298163,0,0,0,"1977","638"
"17256",0.56247504722156,0.267919869289378,0,0,"1980","638"
"17261",0.508344329736862,0.311745267850212,0,0,"1985","638"
"17266",0.335783599345559,0.367986817918615,0,0,"1990","638"
"17270",0.429339466987332,0.347069968399564,0,0,"1993","638"
"17274",0.430879860009843,0.349845193176521,0,0,"1998","638"
"17302",0.338863580398917,0.0849698350160059,0,0,"1967","639"
"17304",0.427676931876336,0.0506186218730245,0,0,"1969","639"
"17309",0.219397416852824,0.0462086248540034,0,0,"1974","639"
"17312",0.0687006614038831,0,0,0,"1977","639"
"17315",0.267917375184679,0.037130989880969,0,0,"1980","639"
"17320",0.493472036648215,0.00974422599732773,0,0,"1985","639"
"17325",0.209327992151733,0.0788505559189012,0,0,"1989","639"
"17326",0.221849723676024,0.368341690151155,0,0,"1991","639"
"17329",0.24303979260864,0.301776336207683,0,0,"1993","639"
"17332",0.162328658134618,0.430826760019095,0,0,"1996","639"
"17407",0.552181413066916,0.165169266153957,0,0,"1967","642"
"17409",0.52241075229581,0.107553366174056,0,0,"1969","642"
"17414",0.469872595553335,0.0675743192605546,0,0,"1974","642"
"17417",0.427887492519449,0,0,0,"1977","642"
"17420",0.208933519905616,0,0,0,"1980","642"
"17425",0.552916482545294,0.0285756370599499,0,0,"1985","642"
"17430",0.331931691409937,0,0,0,"1989","642"
"17431",0.252336202930933,0.40358809226523,0,0,"1991","642"
"17434",0.127557577364803,0.289029191570959,0,0,"1993","642"
"17437",0.125423081412004,0.518435208861633,0,0,"1996","642"
