"","INC_voteshare","BJP_voteshare","COUNT_1yr","INJURED_1yr","election","DISTRICT_ID_61"
"5999",0.272008877102522,0.390493254369199,0,0,"1990","193"
"6003",0.391092804133139,0.300154758229347,0,0,"1993","193"
"6007",0.224213782235389,0.373423922053955,0,0,"1998","193"
"6030",0.276726004805668,0.267254232872538,0,0,"1967","197"
"6032",0.384814924591696,0.255245912634109,0,0,"1969","197"
"6037",0.298200309880418,0.236192443685193,0,0,"1974","197"
"6040",0.372313067106604,0,0,0,"1977","197"
"6043",0.377221137619536,0.16505446911456,0,0,"1980","197"
"6048",0.315354279130233,0.0937908354020471,0,0,"1985","197"
"6053",0.37672391700974,0.0839273624850669,0,0,"1989","197"
"6054",0.239999103856448,0.273134011678859,0,0,"1991","197"
"6057",0.202939240882872,0.262183505940217,0,0,"1993","197"
"6060",0.123556296575072,0.291034936524846,0,0,"1996","197"
"6085",0.422873533858463,0.0125575583522606,0,0,"1967","198"
"6089",0.4760801230507,0.051756595441637,0,0,"1972","198"
"6095",0.474656946393772,0,0,0,"1978","198"
"6100",0.420105338865393,0.0880955863055468,0,0,"1983","198"
"6102",0.287109603760229,0.0183988470802715,0,0,"1985","198"
"6106",0.495931042229732,0.0216068221527784,0,0,"1989","198"
"6112",0.295778373677345,0.15950620862927,0,0,"1994","198"
"6117",0.436715874923429,0.241785245004746,0,0,"1999","198"
"6138",0.446515543564492,0.0956045537773523,0,0,"1967","201"
"6139",0.42620075039765,0.0583327625440459,0,0,"1968","201"
"6143",0.514469993046731,0.0167386205447245,0,0,"1972","201"
"6148",0.139836403608696,0,0,0,"1977","201"
"6153",0.418253686267543,0.0320945105702612,0,0,"1982","201"
"6158",0.304122147338671,0.0646057462378855,0,0,"1987","201"
"6162",0.346452105203104,0.052635069602921,0,0,"1991","201"
"6167",0.241382510127562,0.0321257586609869,0,0,"1996","201"
"6171",0.343584414579821,0.0478171447812367,0,0,"2000","201"
"6192",0.437564334626682,0.00262794645559097,0,0,"1967","202"
"6194",0.428395752056165,0.00226879792273233,0,0,"1969","202"
"6196",0.283089850800754,0,0,0,"1971","202"
"6197",0.439955683189928,0.000278909277316297,0,0,"1972","202"
"6202",0.165054026656807,0,0,0,"1977","202"
"6207",0.401001417234665,0.00178485832199935,0,0,"1982","202"
"6212",0.431522658701554,0.0017583748063036,0,0,"1987","202"
"6216",0.393597866604378,0.0799791628720941,0,0,"1991","202"
"6221",0.42260084576822,0.0447229830944986,0,0,"1996","202"
"6226",0.0773924298664359,0.0412124212528826,0,0,"2001","202"
"6247",0.4904819291205,0.126115901671951,0,0,"1967","203"
"6251",0.555179643327643,0.159369697715308,0,0,"1972","203"
"6256",0.347572952668494,0,0,0,"1977","203"
"6259",0.458553340919067,0.280480372979446,0,0,"1980","203"
"6264",0.517720976820578,0.412686796194433,0,0,"1985","203"
"6269",0.386371660889399,0.505802610723812,0,0,"1990","203"
"6273",0.471211314533027,0.477761223508398,0,0,"1993","203"
"6277",0.438274197149746,0.492104136494273,0,0,"1998","203"
"6323",0.466607399561171,0.103041537413937,0,0,"1980","204"
"6329",0.406237356059779,0.0355459292132017,0,0,"1985","204"
"6335",0.30676737513906,0.183598571344927,0,0,"1992","204"
"6340",0.250721158038543,0.203582245734384,0,0,"1997","204"
"6364",0.42299001548527,0.0119181064266824,0,0,"1967","205"
"6366",0.407672439587248,0,0,0,"1969","205"
"6368",0.271740702498827,0.00573614728605152,0,0,"1971","205"
"6369",0.404028029539516,0.000344255736903147,0,0,"1972","205"
"6374",0.24665537651002,0,0,0,"1977","205"
"6379",0.385846268643628,0.0042435205196499,0,0,"1982","205"
"6384",0.465618958397389,0.000432028877098602,0,0,"1987","205"
"6388",0.406893150509577,0.0935131626018211,1,10,"1991","205"
"6393",0.459853261304638,0.0553342033103493,0,0,"1996","205"
"6398",0.0562058491654358,0.03736688959499,0,0,"2001","205"
"6418",0.47233044196613,0.0794779016935151,0,0,"1967","206"
"6423",0.489508991090792,0.0273015707815951,0,0,"1972","206"
"6429",0.403770969641335,0,0,0,"1978","206"
"6434",0.266956230458361,0.151510697870125,0.9939,7.9512,"1983","206"
"6436",0.236258433387518,0.0935823212396475,8.9939,252.9512,"1985","206"
"6441",0.395592328758923,0.0873555843222939,0,0,"1989","206"
"6446",0.240014173503136,0.163197892182304,0,0,"1994","206"
"6450",0.323922210133225,0.104885333223346,1,133,"1999","206"
"6473",0.385768003214386,0.24175745032485,0,0,"1967","208"
"6477",0.431483794555188,0.234564581837241,0,0,"1972","208"
"6482",0.41168701970905,0,0,0,"1977","208"
"6485",0.485566429348128,0.416765218679641,0,0,"1980","208"
"6490",0.503611755692984,0.35171372422752,0,0,"1985","208"
"6495",0.35149335397202,0.431409247952571,2,76,"1990","208"
"6499",0.426268100990777,0.540712769426221,0,0,"1993","208"
"6503",0.495722493090277,0.493096487686718,0,0,"1998","208"
"6527",0.438906876444984,0.276075665532663,0,0,"1967","209"
"6531",0.590753405528832,0.230025403223104,0,0,"1972","209"
"6536",0.381661150512214,0,0,0,"1977","209"
"6539",0.519607622511072,0.267703795052749,0,0,"1980","209"
"6544",0.512995017866374,0.35551717804074,0,0,"1985","209"
"6549",0.371076117914392,0.363209074925198,0,0,"1990","209"
"6553",0.376180771983982,0.421629188540935,0,0,"1993","209"
"6557",0.381146885898777,0.373631484380868,0,0,"1998","209"
"6580",0.345400955708148,0.0727703489539413,0,0,"1967","213"
"6585",0.422176643838047,0.148640573436003,0,0,"1972","213"
"6590",0.216402729807556,0,0,0,"1977","213"
"6593",0.3881923426361,0.335755731317827,0,0,"1980","213"
"6598",0.425345027216226,0.327282325645359,0,0,"1985","213"
"6603",0.314948314232825,0.360285502332966,1.991,0,"1990","213"
"6606",0.342658501762115,0.441565567483348,0.9955,60.7255,"1993","213"
"6611",0.472924265859464,0.348825913702531,0.9955,9.955,"1998","213"
"6633",0.402682210632423,0,0,0,"1967","214"
"6638",0.549825330096513,0,0,0,"1972","214"
"6643",0.329985806486168,0,0,0,"1977","214"
"6646",0.35219518086841,0.557662499748374,0,0,"1980","214"
"6651",0.301423720736284,0.274468338595342,0,0,"1985","214"
"6656",0.356268556228822,0,0,0,"1990","214"
"6659",0.0202587592414015,0.588757634201222,0,0,"1993","214"
"6664",0.476122840382933,0.144763555534157,0,0,"1998","214"
"6686",0.397998858567053,0.0949120733253105,0,0,"1967","216"
"6688",0.448084825847489,0.0702442675867153,0,0,"1969","216"
"6691",0.498337734651682,0.0665049438064239,0,0,"1972","216"
"6696",0.360222213453811,0,0,0,"1977","216"
"6699",0.432768962113735,0.0587327178992469,0,0,"1980","216"
"6705",0.410144850934563,0.0782381430594231,0,0,"1985","216"
"6711",0.519970549878003,0.0945369018572172,0,0,"1992","216"
"6716",0.273379548035875,0.105228527787569,0,0,"1997","216"
"6740",0.42440618768363,0.331539801846236,0,0,"1967","217"
"6742",0.331030263058567,0.158268207697473,0,0,"1969","217"
"6747",0.200022840991014,0.22450195932876,0,0,"1974","217"
"6750",0.296576246570344,0,0,0,"1977","217"
"6753",0.35678934807185,0.0554165844204784,0,0,"1980","217"
"6758",0.429829561447954,0.110844874176659,0,0,"1985","217"
"6763",0.211753741393986,0.207608309180826,0,0,"1989","217"
"6764",0.153515028445802,0.318276917224674,0,0,"1991","217"
"6767",0.11228238134385,0.255733269508934,0,0,"1993","217"
"6770",0.089100222735287,0.320461921224189,0,0,"1996","217"
"6794",0.514370107245856,0.125319059474605,0,0,"1967","218"
"6799",0.727790210651665,0.0677295062894373,0,0,"1972","218"
"6806",0.188678915258032,0,0,0,"1978","218"
"6807",0.456527695864801,0.0732323759518578,0,0,"1980","218"
"6812",0.423707585845149,0.039076643029315,0,0,"1985","218"
"6818",0.361937410433978,0.140241976204282,0,0,"1990","218"
"6822",0.315927470988592,0.204829023132492,0,0,"1995","218"
"6827",0.189515953657531,0.218439503580668,0,0,"1999","218"
"6847",0.389585734626076,0.103051054308767,0,0,"1967","220"
"6852",0.574458005157497,0.0717473579938519,0,0,"1972","220"
"6857",0.504684850540187,0,0,0,"1977","220"
"6860",0.545278181004192,0.0764019843261747,0,0,"1980","220"
"6865",0.430650589675122,0.166193813974188,0,0,"1985","220"
"6870",0.362167708099783,0.300793016386731,0,0,"1990","220"
"6873",0.405917447136742,0.463599224846802,0,0,"1993","220"
"6878",0.398553099133987,0.349913824286657,0,0,"1998","220"
"6901",0.410899948166963,0.00119145622688329,0,0,"1967","221"
"6903",0.503119041673571,0.00438042740089196,0,0,"1969","221"
"6905",0.353770646139362,0,0,0,"1971","221"
"6906",0.528170362972185,0,0,0,"1972","221"
"6911",0.244728560817233,0,0,0,"1977","221"
"6916",0.333071092076081,0.00137941253254496,0,0,"1982","221"
"6921",0.410194207694195,0.000408144092610087,0,0,"1987","221"
"6925",0.348238268950737,0.102191627944387,0,0,"1991","221"
"6930",0.362288837988604,0.0808756252235086,0,0,"1996","221"
"6935",0.0598156015726354,0.0796560461434641,0,0,"2001","221"
"6955",0.392634797109505,0,0,0,"1967","222"
"6960",0.438946437234255,0.0303953102514869,0,0,"1972","222"
"6963",0.42244909242883,0.0399389857188855,0,0,"1975","222"
"6968",0.432196069963291,0.0823239957336265,0,0,"1980","222"
"6973",0.463960683268968,0.268313432196388,0,0,"1985","222"
"6978",0.25336625192955,0.278357417842995,0,0,"1990","222"
"6983",0.298187493155186,0.417756132953674,0,0,"1995","222"
"6986",0.241871037160163,0.480092432382346,0,0,"1998","222"
"7009",0.472846858057062,0.324161926347288,0,0,"1967","225"
"7011",0.40463692259502,0.299560962547933,0,0,"1969","225"
"7016",0.332807712604658,0.177375729554745,0,0,"1974","225"
"7019",0.444137851155772,0,0,0,"1977","225"
"7022",0.412025051426336,0.0744665568348886,0,0,"1980","225"
"7027",0.334995194434698,0.0401592701643046,0,0,"1985","225"
"7032",0.243229669011268,0.0792255757604272,0,0,"1989","225"
"7033",0.121757049995679,0.250267645392659,0,0,"1991","225"
"7036",0.108581520818716,0.265719884837781,0,0,"1993","225"
"7039",0.021473076629036,0.304092817461329,0,0,"1996","225"
"7064",0.41077899892368,0.064707566825646,0,0,"1967","226"
"7068",0.461058276786715,0.241461963597486,0,0,"1972","226"
"7073",0.438372385087373,0,0,0,"1977","226"
"7076",0.592357757715725,0.140642452235986,0,0,"1980","226"
"7081",0.59618674025589,0.108566910697045,0,0,"1985","226"
"7086",0.591874549634561,0.138582654006598,0,0,"1990","226"
"7090",0.647611373226826,0.258700425094595,0,0,"1993","226"
"7094",0.537795799992782,0.363988596137253,0,0,"1998","226"
"7117",0.222686221370498,0.26698463320629,0,0,"1967","228"
"7122",0.524435693213329,0.196970832510067,0,0,"1972","228"
"7127",0.190362819952052,0,0,0,"1977","228"
"7130",0.40543782265999,0.258796802971512,0,0,"1980","228"
"7135",0.461852502194908,0.429622475856014,0,0,"1985","228"
"7140",0.271200493005171,0.539716776152781,0.9972,3.9888,"1990","228"
"7143",0.411949515656231,0.492250784019925,0,0,"1993","228"
"7148",0.440919869020287,0.393330573224434,0,0,"1998","228"
"7171",0.366506039094414,0.264331178892816,0,0,"1967","229"
"7173",0.395561702323019,0.310491460839225,0,0,"1969","229"
"7178",0.433724457724859,0.298401643451248,0,0,"1974","229"
"7181",0.340158206203349,0,0,0,"1977","229"
"7184",0.464453749882375,0.289804272137009,0,0,"1980","229"
"7189",0.442706739101233,0.35330789168287,0,0,"1985","229"
"7194",0.363334001606741,0.437467638018891,0,0,"1989","229"
"7195",0.309709153511928,0.361037683430039,0,0,"1991","229"
"7198",0.341966913251498,0.385422667969066,0,0,"1993","229"
"7201",0.26283102740424,0.338432906441234,0,0,"1996","229"
"7225",0.425260139978076,0.0168547095033308,0,0,"1967","231"
"7230",0.48304774559469,0.022330285218643,0,0,"1972","231"
"7235",0.372043715653358,0,0,0,"1977","231"
"7238",0.315919691538546,0.104057127798118,0,0,"1980","231"
"7243",0.473245777535629,0.105824809205648,0,0,"1985","231"
"7248",0.274109544702025,0.0598892070576684,0,0,"1990","231"
"7251",0.364987606017157,0.225982101630659,0,0,"1993","231"
"7256",0.420961846838387,0.196126897906705,0,0,"1998","231"
"7279",0.485351770146715,0.181729082500532,0,0,"1967","233"
"7284",0.609506598580808,0.136566858987112,0,0,"1972","233"
"7289",0.42108495700718,0,0,0,"1977","233"
"7292",0.526197127536112,0.14786170705639,0,0,"1980","233"
"7297",0.541874425681274,0.161176430712682,0,0,"1985","233"
"7302",0.42379813982903,0.255878456472435,0,0,"1990","233"
"7305",0.486879765780332,0.433771638393827,0,0,"1993","233"
"7310",0.485823312823669,0.364740278574228,0,0,"1998","233"
"7333",0.442887951539755,0.0767498652120136,0,0,"1967","235"
"7338",0.564694796061885,0.10436005625879,1.8414,8.2863,"1972","235"
"7341",0.378969722503729,0.187690491643988,0,0,"1975","235"
"7346",0.469604288853739,0.108849726814201,0,0,"1980","235"
"7351",0.644724145164674,0.132795908378036,0.9207,0,"1985","235"
"7356",0.278577453713632,0.180497533776539,0,0,"1990","235"
"7361",0.345290281672869,0.384009459215607,0,0,"1995","235"
"7364",0.320901423299947,0.51555202582101,0,0,"1998","235"
"7387",0.49357289720087,0,0,0,"1967","237"
"7392",0.592008928571429,0.133968253968254,0,0,"1972","237"
"7395",0.502734152121311,0.138052817238694,0,0,"1975","237"
"7400",0.467549112128542,0.323701160888325,0,0,"1980","237"
"7405",0.533131074859319,0.293209657250043,0,0,"1985","237"
"7410",0.384891091607624,0.451213389570676,0,0,"1990","237"
"7415",0.382757408058635,0.514339007240967,0,0,"1995","237"
"7418",0.334980299499818,0.47602978898382,0,0,"1998","237"
"7441",0.533667933505469,0,0,0,"1967","238"
"7446",0.543304545176568,0.0200724347170222,0,0,"1972","238"
"7452",0.290697920487571,0,0,0,"1978","238"
"7457",0.373993996938548,0.00105244235263356,0,0,"1983","238"
"7459",0.366258962726942,0,0,0,"1985","238"
"7464",0.5685533791771,0,0,0,"1989","238"
"7469",0.460959706766056,0.00855295040222745,0,0,"1994","238"
"7473",0.450859866661284,0,0,0,"1999","238"
"7495",0.507512359172692,0,0,0,"1967","240"
"7500",0.5087199321653,0.03945883099588,0,0,"1972","240"
"7503",0.487801877131409,0.0342243410652323,1,15,"1975","240"
"7508",0.612470995784176,0.0626340227307579,0,0,"1980","240"
"7513",0.635473578030755,0.0363320089754411,0,0,"1985","240"
"7518",0.384602036007869,0.168607930108532,2,5,"1990","240"
"7523",0.361904254423757,0.311747455768489,0,0,"1995","240"
"7526",0.410936813562381,0.361652002755373,0,0,"1998","240"
"7549",0.282660841982876,0.013986013986014,0,0,"1967","242"
"7553",0.141341406401441,0,0,0,"1971","242"
"7556",0.321374776414473,0.00333809269777513,0,0,"1974","242"
"7559",0.388550765855442,0,0,0,"1977","242"
"7562",0.497167802902698,0.0318956445636055,0,0,"1980","242"
"7567",0.454284256034586,0.00765581842200072,0,0,"1985","242"
"7572",0.291026060615286,0.117485881296333,0,0,"1990","242"
"7577",0.328275664495933,0.131249010126983,0,0,"1995","242"
"7582",0.3265166721418,0.240841211977372,0,0,"2000","242"
"7616",0.381559271343121,0,0,0,"1980","243"
"7620",0.472935233978484,0,0,0,"1984","243"
"7657",0.448056025196445,0.00690160557950301,0.9956,0,"1967","244"
"7662",0.514301828817011,0.00198423838423022,0,0,"1972","244"
"7668",0.105525108993232,0,0,0,"1978","244"
"7673",0.402988428622069,0,0.9956,0,"1983","244"
"7675",0.108283347051836,0.00175588622350152,0,0,"1985","244"
"7681",0.202220003585142,0.011407481576836,0,0,"1991","244"
"7686",0.214924150381725,0.0777777970904662,0,0,"1996","244"
"7691",0.390831125841642,0.0374055580998357,0,0,"2001","244"
"7717",0.390806929142825,0.209077063227717,0,0,"1967","247"
"7722",0.505180373923364,0.0817916526018925,0,0,"1972","247"
"7727",0.301728076540622,0,0,0,"1977","247"
"7732",0.389633009340765,0.424363238151174,0,0,"1982","247"
"7735",0.514332785525943,0.389937533672512,0,0,"1985","247"
"7740",0.339361382368296,0.481548610467652,0,0,"1990","247"
"7744",0.447360562790373,0.389778482730805,0,0,"1993","247"
"7748",0.422732844571085,0.455672096091642,0,0,"1998","247"
"7771",0.315724422394646,0.00959502725778073,0,0,"1967","250"
"7774",0.192806215150904,0.0115467014730209,0,0,"1970","250"
"7781",0.195229720882302,0,0,0,"1977","250"
"7784",0.162511683772764,0,0,0,"1980","250"
"7786",0.118030477470842,0.0580900808775681,0,0,"1982","250"
"7791",0.324614832206228,0.0825156081066757,0,0,"1987","250"
"7795",0.365487429462984,0.0689481809858365,0,0,"1991","250"
"7800",0.335688078700721,0.0863828488410381,0,0,"1996","250"
"7805",0.357820916501957,0.0696710975340561,0,0,"2001","250"
"7825",0.316958697062949,0.157096303739524,0,0,"1967","251"
"7827",0.338262709601284,0.136217626727232,0,0,"1969","251"
"7832",0.331352488942147,0.125228308903697,0,0,"1974","251"
"7835",0.305548565598918,0,0,0,"1977","251"
"7838",0.397339672004126,0.125662514790621,0,0,"1980","251"
"7843",0.442314541654626,0.0915794731878653,0,0,"1985","251"
"7848",0.281850880276929,0.14103979693941,0,0,"1989","251"
"7849",0.167270492518129,0.336290925332892,2,0,"1991","251"
"7852",0.157920604122362,0.387027534432599,1,0,"1993","251"
"7855",0.0364068412513013,0.37340743801044,1,0,"1996","251"
"7883",0,0,0,0,"1971","254"
"7889",0.0991427236626956,0,0,0,"1977","254"
"7892",0.136901341692173,0.00154939622734315,0,0,"1980","254"
"7897",0.132137022091064,0.0600326762900403,1,19,"1984","254"
"7901",0.349334594745102,0.055295398167367,0,0,"1989","254"
"7903",0.365072247213978,0.166746157880643,0,0,"1991","254"
"7908",0.0656299211399226,0.239385567600662,0,0,"1996","254"
"7913",0,0.130343477276393,0,0,"2001","254"
"7933",0.387876148717641,0.0579914709592168,0,0,"1967","255"
"7935",0.391588605879514,0.137078488276008,0,0,"1969","255"
"7938",0.542502387774594,0.00646727968487618,0,0,"1972","255"
"7943",0.275699920009142,0,0,0,"1977","255"
"7946",0.446263679676837,0,0,0,"1980","255"
"7952",0.431206545260695,0.0207724383445297,0,0,"1985","255"
"7958",0.416701924613808,0.20962024840399,0,0,"1992","255"
"7963",0.291534733141599,0.155002455894301,0,0,"1997","255"
"7987",0.43446453892282,0.00883655346689164,0,0,"1967","260"
"7992",0.528034934497817,0.0144286067397215,0,0,"1972","260"
"7998",0.427795337468187,0,0,0,"1978","260"
"8003",0.344769738103455,0.0326256278998428,0,0,"1983","260"
"8005",0.313072214956001,0.0158579996867765,0,0,"1985","260"
"8010",0.41310513097475,0.0345715422216527,0,0,"1989","260"
"8015",0.308982206023468,0.0801873660081487,0,0,"1994","260"
"8019",0.414829418268745,0.0899161779857999,0,0,"1999","260"
"8041",0.393280533472175,0.185109905147152,0,0,"1967","261"
"8042",0.414897873406672,0.205095821983689,0,0,"1968","261"
"8046",0.428825199263899,0.115366976471476,0,0,"1972","261"
"8051",0.172093189207511,0,0,0,"1977","261"
"8056",0.359277732493683,0.105182407091715,0,0,"1982","261"
"8061",0.25429925827779,0.0805751144812645,0,0,"1987","261"
"8065",0.302529773514377,0.0997272810531565,0,0,"1991","261"
"8070",0.212237375302851,0.0830604685352466,0,0,"1996","261"
"8074",0.272323762488764,0.0652015938779657,0,0,"2000","261"
"8095",0.253709650160554,0,0,0,"1967","268"
"8099",0.360012022205721,0.00685972914677699,0,0,"1971","268"
"8102",0.352531328038242,0,0,0,"1974","268"
"8105",0.229578786153587,0,0,0,"1977","268"
"8108",0.489319041035086,0.00562236292301648,0,0,"1980","268"
"8113",0.595515219610232,0.0274641367905494,0,0,"1985","268"
"8118",0.24425137424173,0.0505188651899168,0,0,"1990","268"
"8123",0.427654842200634,0.120337746010973,0,0,"1995","268"
"8128",0.342936867443135,0.36418973757778,0,0,"2000","268"
"8149",0.48841091856941,0.0167048489436785,0,0,"1967","270"
"8154",0.57069248375517,0.00883114922599794,0,0,"1972","270"
"8160",0.326317708808169,0,0,0,"1978","270"
"8165",0.334248836976061,0.00195650329041267,0,0,"1983","270"
"8167",0.414674859686472,0,0,0,"1985","270"
"8172",0.444934711306393,0,0,0,"1989","270"
"8177",0.337655009740354,0.0219803084930073,0,0,"1994","270"
"8181",0.35237253546596,0,0,0,"1999","270"
"8212",0.331219619111099,0.345529224200827,0,0,"1967","272"
"8214",0.422189539479732,0.248720248755115,0,0,"1969","272"
"8219",0.351336860601423,0.267557338415459,0,0,"1974","272"
"8222",0.344760174711163,0,0,0,"1977","272"
"8225",0.417093544308505,0.152667249265554,0,0,"1980","272"
"8230",0.477274635502354,0.18049129176831,0,0,"1985","272"
"8235",0.334611578210608,0.17895661007364,0,0,"1989","272"
"8236",0.251092649328742,0.295508719525002,0,0,"1991","272"
"8239",0.184136832356267,0.319531884183201,0,0,"1993","272"
"8242",0.116106913051278,0.296599334237596,0,0,"1996","272"
"8269",0.28581713462923,0,0,0,"1972","274"
"8274",0,0,0,0,"1977","274"
"8279",0.422326307572209,0,0,0,"1982","274"
"8282",0.542528056704076,0,0,0,"1985","274"
"8287",0,0.59413704900377,0,0,"1990","274"
"8291",0.510282871779642,0.477541020120276,0,0,"1993","274"
"8295",0.397007644486749,0.495761325440971,0,0,"1998","274"
"8318",0.414029973828736,0.0620493760701871,0,0,"1967","278"
"8323",0.500476790212307,0.0389108792131462,0,0,"1972","278"
"8330",0.0838244354557874,0,0,0,"1978","278"
"8331",0.436707721073417,0.0141540267934889,0,0,"1980","278"
"8336",0.313245124872738,0,1,0,"1985","278"
"8342",0.384935390416304,0.00995003111589648,0,0,"1990","278"
"8346",0.297989729273843,0.0171633427371781,0,0,"1995","278"
"8351",0.248797162309609,0.0237883381446841,0,0,"1999","278"
"8373",0.503054572068555,0,0,0,"1967","279"
"8377",0.469840844203984,0.00320598766503147,0,0,"1972","279"
"8383",0.486212984443231,0,0,0,"1978","279"
"8388",0.375006968039472,0.0017756604001898,0,0,"1983","279"
"8390",0.368416496309021,0.00219146096985752,0,0,"1985","279"
"8394",0.428145168398234,0.00585672706602138,1,1,"1989","279"
"8400",0.303037480829619,0.068501015697613,0,0,"1994","279"
"8405",0.383728958681038,0.0410429444890615,0,0,"1999","279"
"8426",0.453135550654785,0.00735614520029405,0,0,"1967","281"
"8431",0.576339047473834,0.0111278711377819,0,0,"1972","281"
"8438",0.101033122719926,0,0,0,"1978","281"
"8439",0.452331394069068,0.0167280076369223,0,0,"1980","281"
"8444",0.444497405994042,0,0,0,"1985","281"
"8450",0.497762024034506,0.00629270615752337,0,0,"1990","281"
"8454",0.394869175083315,0.0114432360798502,0,0,"1995","281"
"8459",0.373922798396059,0.0334606208689126,0,0,"1999","281"
"8480",0.448005171299289,0,0,0,"1967","283"
"8484",0.320517579915824,0,0,0,"1971","283"
"8487",0.460315226569097,0.0210888183024406,0,0,"1974","283"
"8490",0.503734865868701,0,0,0,"1977","283"
"8493",0.631833063683962,0.00376129024039135,0,0,"1980","283"
"8498",0.616505795923349,0.0459533144312934,0,0,"1985","283"
"8503",0.351502964668487,0.0475671380251844,0,0,"1990","283"
"8508",0.535738580019487,0.0939219524240549,0,0,"1995","283"
"8513",0.453984131018323,0.217039136292897,0,0,"2000","283"
"8534",0.365983365797854,0.534118665553597,0,0,"1967","284"
"8539",0.523178718199774,0.319450608646748,0,0,"1972","284"
"8544",0.238195954685657,0,0,0,"1977","284"
"8547",0.415339233038348,0.456468605141171,0,0,"1980","284"
"8552",0.432332400963516,0.461862838489682,0,0,"1985","284"
"8557",0.244679754768522,0.516301995557677,1,63,"1990","284"
"8560",0.378590138189155,0.486537877354976,0,0,"1993","284"
"8565",0.519028155826327,0.429380392761529,0,0,"1998","284"
"8588",0.252644317170522,0,0,0,"1967","285"
"8591",0.112636288898772,0,0,0,"1970","285"
"8598",0.113534961533917,0,0,0,"1977","285"
"8601",0.0949935474950454,0,0,0,"1980","285"
"8603",0,0.010735303701959,0,0,"1982","285"
"8608",0.153065974178691,0.0188941762245607,0,0,"1987","285"
"8612",0.281642221454603,0.0279517642081731,0,0,"1991","285"
"8617",0.236614760333166,0.0233515245344007,0,0,"1996","285"
"8622",0.229630160112018,0.030581149258597,0,0,"2001","285"
"8642",0.340665379536299,0.0291819199973254,0,0,"1967","286"
"8645",0.20670524120747,0.00595773456185584,1.62,33.21,"1970","286"
"8652",0.229197499066511,0,0,0,"1977","286"
"8655",0.157003167354154,0,0,0,"1980","286"
"8657",0.105337516671432,0.0610798484609764,0,0,"1982","286"
"8662",0.187688656268983,0.0841804254486846,0,0,"1987","286"
"8666",0.21237396007541,0.0558442582890332,0.81,4.05,"1991","286"
"8671",0.176833119397724,0.0711898308605425,0,0,"1996","286"
"8676",0.206412733988176,0.0623667225996789,1,25,"2001","286"
"8696",0.485287810348327,0.0155093091421865,0,0,"1967","287"
"8701",0.532809429436998,0.0105308432276951,0,0,"1972","287"
"8707",0.358090578613966,0,0,0,"1978","287"
"8712",0.35343466008092,0.00302614248714918,0,0,"1983","287"
"8714",0.436613444895929,0,0,0,"1985","287"
"8719",0.4987742205468,0,0,0,"1989","287"
"8724",0.387977984674925,0.0142370261593671,0,0,"1994","287"
"8728",0.390748455681655,0.0298008384375286,0,0,"1999","287"
"8750",0.430932408885264,0.00266014115088033,0,0,"1967","291"
"8755",0.565356155713881,0.00757767284339193,0,0,"1972","291"
"8761",0.446724165151951,0,1,11,"1978","291"
"8766",0.397735471430097,0.0041199652937197,0,0,"1983","291"
"8768",0.460828676197311,0,2,6,"1985","291"
"8773",0.493706491395456,0,0,0,"1989","291"
"8778",0.441272838377412,0.0137601285973527,0,0,"1994","291"
"8782",0.42174740417017,0,0,0,"1999","291"
"8803",0.435608265424913,0,0,0,"1967","295"
"8808",0.556005818786367,0,0,0,"1972","295"
"8813",0,0,0,0,"1977","295"
"8818",0.533964945523449,0.326480341070583,0,0,"1982","295"
"8821",0.963127993761836,0,0,0,"1985","295"
"8826",0.505532771028399,0.393252340787743,0,0,"1990","295"
"8830",0.55442930153322,0.43160136286201,0,0,"1993","295"
"8834",0.305352382254426,0.0433385740652129,0,0,"1998","295"
"8857",0.408872333220454,0.0779264025285021,0,0,"1967","297"
"8862",0.505783945880166,0,0,0,"1972","297"
"8868",0.121603520991443,0,0,0,"1978","297"
"8873",0.731226431701735,0,0,0,"1983","297"
"8875",0.31669547255712,0.00724116853553663,0,0,"1985","297"
"8881",0.403830756970626,0.0154730891652958,0,0,"1991","297"
"8886",0.393464420354467,0.070865553243891,0,0,"1996","297"
"8891",0.469359558968806,0.137422814904846,0,0,"2001","297"
"8924",0.447634746607376,0,0,0,"1980","303"
"8928",0.473937624254473,0,0,0,"1984","303"
"8965",0.299667696461487,0.263919104857343,0,0,"1967","307"
"8967",0.332027963623252,0.218065181683426,0,0,"1969","307"
"8972",0.355867682622309,0.214469700580438,0,0,"1974","307"
"8975",0.332084751868132,0,0,0,"1977","307"
"8978",0.420581819840041,0.138875729301517,0,0,"1980","307"
"8983",0.471920915030924,0.106233500465948,0,0,"1985","307"
"8988",0.292231457800512,0.148926207311569,0,0,"1989","307"
"8989",0.176352393581035,0.37985244770384,1,0,"1991","307"
"8992",0.120714476942281,0.403191556846246,0,0,"1993","307"
"8995",0.0547176891890188,0.415443483050297,0,0,"1996","307"
"9019",0.366491067001173,0.100209639488813,0,0,"1967","308"
"9021",0.39595662838929,0.0807638525967881,0,0,"1969","308"
"9024",0.387212792487622,0.0661699301807016,0,0,"1972","308"
"9029",0.346132196131662,0,0,0,"1977","308"
"9032",0.490371842616851,0.0843346282410335,0,0,"1980","308"
"9038",0.396266111562315,0.0372794937543337,0,0,"1985","308"
"9044",0.533482358946377,0.270864319219904,0,0,"1992","308"
"9049",0.298738630259888,0.0357476630917036,0,0,"1997","308"
"9077",0,0.00201968331795294,0,0,"1971","312"
